Scheme ID,Research Area,Eligibility Criteria,Grant Amount Range,Duration (months),Application Deadline,Number of Applications Received,Number of Applications Funded
819,Medical Research,"Established researchers with at least 5 years of experience, must have NIH funding",100000-250000,12,2023-01-18,66,42
820,Environmental Science,"Established researchers with at least 5 years of experience, must have NIH funding",500000-1000000,36,2023-12-23,1435,141
821,Materials Science,"Established researchers with at least 5 years of experience, must have NIH funding",100000-500000,36,2023-08-06,1219,170
822,Electrical Engineering,Researchers from developing countries,100000-500000,12,2023-11-27,546,99
823,Medical Research,PhD students and postdoctoral fellows,100000-500000,36,2023-03-09,376,52
824,Chemical Engineering,Early-career researchers with a PhD or equivalent degree,5000-15000,6,2023-07-16,385,125
825,Electrical Engineering,"Established researchers with at least 5 years of experience, must have NIH funding",100000-250000,24,2023-04-06,1969,100
826,Environmental Science,Researchers from developing countries,100000-250000,6,2023-07-05,1082,15
827,Neuroscience,Researchers from developing countries,100000-250000,6,2023-12-23,1221,90
828,Neuroscience,"Established researchers with at least 5 years of experience, must have NIH funding",100000-500000,12,2023-09-28,862,188
829,Physics,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",5000-10000,36,2023-11-01,576,13
830,Neuroscience,PhD students and postdoctoral fellows,50000-100000,12,2023-01-17,1528,199
831,Electrical Engineering,Researchers from developing countries,100000-500000,36,2023-08-07,591,85
832,Medical Research,PhD students and postdoctoral fellows,50000-100000,12,2023-02-13,1231,143
833,Environmental Science,PhD students and postdoctoral fellows,20000-50000,6,2023-10-10,873,14
834,Materials Science,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",500000-1000000,6,2023-08-24,322,21
835,Medical Research,PhD students and postdoctoral fellows,5000-15000,36,2023-10-06,1103,9
836,Environmental Science,Researchers from developing countries,50000-100000,24,2023-11-18,732,80
837,Computer Science,Early-career researchers with a PhD or equivalent degree,20000-50000,24,2023-02-05,337,43
838,Computer Science,Researchers from developing countries,500000-1000000,6,2023-03-29,941,187
839,Computer Science,Early-career researchers with a PhD or equivalent degree,100000-250000,36,2023-10-28,654,140
840,Physics,"Established researchers with at least 5 years of experience, must have NIH funding",20000-50000,24,2023-01-13,1660,60
841,Neuroscience,PhD students and postdoctoral fellows,100000-250000,12,2023-11-19,812,37
842,Materials Science,"Established researchers with at least 5 years of experience, must have NIH funding",20000-50000,12,2023-08-12,576,94
843,Neuroscience,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",20000-50000,24,2023-10-30,1452,178
844,Electrical Engineering,PhD students and postdoctoral fellows,50000-100000,36,2023-05-02,223,180
845,Electrical Engineering,Early-career researchers with a PhD or equivalent degree,100000-250000,6,2023-10-05,1392,28
846,Computer Science,Researchers from developing countries,20000-50000,36,2023-04-11,309,85
847,Environmental Science,PhD students and postdoctoral fellows,100000-500000,36,2023-10-25,1918,17
848,Neuroscience,Researchers from developing countries,100000-500000,24,2023-02-12,471,112
849,Chemical Engineering,"Established researchers with at least 5 years of experience, must have NIH funding",5000-15000,12,2023-11-17,446,5
850,Electrical Engineering,Early-career researchers with a PhD or equivalent degree,100000-500000,6,2023-02-06,1832,135
851,Environmental Science,PhD students and postdoctoral fellows,5000-15000,6,2023-06-23,1809,196
852,Computer Science,PhD students and postdoctoral fellows,5000-15000,24,2023-10-18,1084,20
853,Electrical Engineering,Early-career researchers with a PhD or equivalent degree,25000-50000,6,2023-10-16,1804,168
854,Electrical Engineering,"Established researchers with at least 5 years of experience, must have NIH funding",20000-50000,24,2023-07-13,1282,123
855,Medical Research,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",5000-15000,36,2023-05-11,1842,135
856,Neuroscience,Early-career researchers with a PhD or equivalent degree,20000-50000,24,2023-09-08,842,56
857,Materials Science,Early-career researchers with a PhD or equivalent degree,5000-10000,36,2023-04-30,146,124
858,Materials Science,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",5000-15000,6,2023-05-26,814,49
859,Medical Research,Researchers from developing countries,500000-1000000,12,2023-01-20,1542,24
860,Electrical Engineering,"Established researchers with at least 5 years of experience, must have NIH funding",5000-10000,36,2023-09-27,360,174
861,Electrical Engineering,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",5000-15000,36,2023-09-09,220,123
862,Electrical Engineering,PhD students and postdoctoral fellows,5000-10000,12,2023-11-02,1950,37
863,Physics,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",100000-500000,12,2023-10-25,871,136
864,Materials Science,Researchers from developing countries,20000-50000,36,2023-06-30,902,26
865,Electrical Engineering,PhD students and postdoctoral fellows,20000-50000,6,2023-11-05,467,147
866,Materials Science,"Established researchers with at least 5 years of experience, must have NIH funding",100000-250000,6,2023-09-18,1356,61
867,Electrical Engineering,Researchers from developing countries,25000-50000,24,2023-12-17,522,88
868,Electrical Engineering,"Established researchers with at least 5 years of experience, must have NIH funding",5000-15000,6,2023-05-10,55,44
869,Computer Science,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",100000-250000,6,2023-04-28,1392,17
870,Materials Science,PhD students and postdoctoral fellows,20000-50000,36,2023-12-15,432,12
871,Chemical Engineering,PhD students and postdoctoral fellows,5000-10000,24,2023-06-27,1753,151
872,Neuroscience,Researchers from developing countries,25000-50000,36,2023-07-17,1523,162
873,Neuroscience,PhD students and postdoctoral fellows,20000-50000,6,2023-02-05,753,75
874,Materials Science,Early-career researchers with a PhD or equivalent degree,5000-10000,6,2023-05-17,1283,81
875,Computer Science,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",100000-250000,36,2023-09-10,603,118
876,Physics,Researchers from developing countries,5000-15000,6,2023-06-20,1099,12
877,Medical Research,Early-career researchers with a PhD or equivalent degree,25000-50000,6,2023-09-18,564,74
878,Physics,PhD students and postdoctoral fellows,25000-50000,24,2023-08-05,1852,93
879,Computer Science,Researchers from developing countries,5000-15000,6,2023-11-05,1875,187
880,Environmental Science,"Established researchers with at least 5 years of experience, must have NIH funding",50000-100000,36,2023-12-20,1231,46
881,Medical Research,Researchers from developing countries,100000-250000,12,2023-02-16,298,40
882,Environmental Science,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",100000-250000,12,2023-08-01,923,136
883,Medical Research,PhD students and postdoctoral fellows,5000-10000,24,2023-04-02,827,148
884,Physics,Researchers from developing countries,100000-500000,36,2023-09-10,298,58
885,Medical Research,Researchers from developing countries,50000-100000,24,2023-12-14,1775,186
886,Neuroscience,PhD students and postdoctoral fellows,100000-250000,24,2023-10-07,211,26
887,Physics,PhD students and postdoctoral fellows,500000-1000000,24,2023-02-04,1976,49
888,Electrical Engineering,PhD students and postdoctoral fellows,25000-50000,36,2023-07-18,1742,129
889,Physics,Early-career researchers with a PhD or equivalent degree,500000-1000000,36,2023-07-28,494,8
890,Computer Science,"Established researchers with at least 5 years of experience, must have NIH funding",100000-500000,12,2023-04-11,72,75
891,Electrical Engineering,Researchers from developing countries,5000-15000,12,2023-05-03,1242,32
892,Materials Science,PhD students and postdoctoral fellows,25000-50000,6,2023-03-03,805,103
893,Electrical Engineering,Early-career researchers with a PhD or equivalent degree,5000-15000,12,2023-05-08,1979,115
894,Computer Science,Early-career researchers with a PhD or equivalent degree,50000-100000,24,2023-05-31,78,51
895,Chemical Engineering,Early-career researchers with a PhD or equivalent degree,5000-15000,36,2023-12-06,1497,116
896,Computer Science,Researchers from developing countries,50000-100000,12,2023-04-06,1123,94
897,Physics,Researchers from developing countries,500000-1000000,12,2023-01-12,652,93
898,Electrical Engineering,Early-career researchers with a PhD or equivalent degree,100000-250000,6,2023-01-22,669,108
899,Electrical Engineering,Researchers from developing countries,5000-15000,6,2023-03-27,742,23
900,Environmental Science,"Established researchers with at least 5 years of experience, must have NIH funding",20000-50000,24,2023-10-18,115,125
901,Neuroscience,Researchers from developing countries,5000-15000,24,2023-03-18,1742,83
902,Computer Science,Researchers from developing countries,500000-1000000,36,2023-12-25,279,86
903,Chemical Engineering,"Established researchers with at least 5 years of experience, must have NIH funding",25000-50000,36,2023-09-09,1576,161
904,Neuroscience,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",5000-10000,6,2023-11-18,1186,15
905,Neuroscience,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",20000-50000,24,2023-04-05,554,92
906,Computer Science,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",100000-500000,12,2023-01-27,334,87
907,Physics,PhD students and postdoctoral fellows,100000-250000,24,2023-01-18,971,85
908,Materials Science,"Established researchers with at least 5 years of experience, must have NIH funding",20000-50000,12,2023-09-18,745,82
909,Medical Research,"Established researchers with at least 5 years of experience, must have NIH funding",20000-50000,12,2023-07-25,1130,174
910,Physics,PhD students and postdoctoral fellows,50000-100000,24,2023-01-16,1225,159
911,Medical Research,Researchers from developing countries,5000-10000,36,2023-07-30,1821,162
912,Materials Science,"Established researchers with at least 5 years of experience, must have NIH funding",5000-15000,36,2023-07-08,1920,188
913,Neuroscience,"Established researchers with at least 5 years of experience, must have NIH funding",50000-100000,6,2023-08-29,1891,121
914,Neuroscience,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",25000-50000,12,2023-10-01,615,111
915,Materials Science,Early-career researchers with a PhD or equivalent degree,500000-1000000,12,2023-07-01,1004,41
916,Materials Science,Researchers from developing countries,100000-250000,6,2023-02-03,854,37
917,Environmental Science,"Established researchers with at least 5 years of experience, must have NIH funding",25000-50000,6,2023-11-23,1850,46
918,Electrical Engineering,PhD students and postdoctoral fellows,50000-100000,6,2023-10-14,934,84
919,Neuroscience,PhD students and postdoctoral fellows,5000-10000,6,2023-08-23,731,26
920,Chemical Engineering,PhD students and postdoctoral fellows,500000-1000000,12,2023-12-26,290,188
921,Chemical Engineering,PhD students and postdoctoral fellows,5000-10000,6,2023-05-17,1891,92
922,Materials Science,PhD students and postdoctoral fellows,100000-500000,36,2023-08-25,1663,51
923,Neuroscience,Researchers from developing countries,5000-10000,36,2023-03-19,150,106
924,Physics,PhD students and postdoctoral fellows,5000-15000,24,2023-09-26,1470,141
925,Computer Science,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",20000-50000,6,2023-04-24,52,79
926,Physics,PhD students and postdoctoral fellows,25000-50000,12,2023-09-07,1942,56
927,Chemical Engineering,Early-career researchers with a PhD or equivalent degree,5000-15000,6,2023-03-05,1854,180
928,Neuroscience,PhD students and postdoctoral fellows,100000-500000,36,2023-11-16,1859,39
929,Neuroscience,"Established researchers with at least 5 years of experience, must have NIH funding",25000-50000,12,2023-08-09,391,21
930,Chemical Engineering,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",100000-500000,36,2023-06-18,63,180
931,Environmental Science,PhD students and postdoctoral fellows,100000-500000,12,2023-02-12,604,182
932,Materials Science,PhD students and postdoctoral fellows,20000-50000,6,2023-12-18,1159,148
933,Neuroscience,PhD students and postdoctoral fellows,5000-15000,24,2023-08-14,1835,123
934,Environmental Science,"Established researchers with at least 5 years of experience, must have NIH funding",25000-50000,36,2023-02-19,1376,37
935,Electrical Engineering,Researchers from developing countries,5000-15000,36,2023-01-05,1625,120
936,Neuroscience,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",100000-500000,6,2023-03-25,142,142
937,Neuroscience,Researchers from developing countries,100000-250000,36,2023-03-06,1967,84
938,Neuroscience,"Established researchers with at least 5 years of experience, must have NIH funding",20000-50000,6,2023-07-31,1032,60
939,Electrical Engineering,Early-career researchers with a PhD or equivalent degree,100000-500000,36,2023-09-05,523,45
940,Chemical Engineering,"Established researchers with at least 5 years of experience, must have NIH funding",20000-50000,6,2023-01-13,974,86
941,Computer Science,PhD students and postdoctoral fellows,500000-1000000,6,2023-09-18,1921,177
942,Physics,Researchers from developing countries,100000-250000,24,2023-02-01,765,22
943,Medical Research,PhD students and postdoctoral fellows,100000-250000,12,2023-02-21,847,48
944,Environmental Science,Early-career researchers with a PhD or equivalent degree,50000-100000,6,2023-09-24,1859,197
945,Physics,Researchers from developing countries,25000-50000,36,2023-11-21,382,105
946,Environmental Science,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",5000-15000,36,2023-06-01,1687,27
947,Medical Research,Researchers from developing countries,20000-50000,6,2023-09-07,1223,174
948,Electrical Engineering,Researchers from developing countries,5000-15000,6,2023-06-22,837,105
949,Physics,PhD students and postdoctoral fellows,5000-10000,24,2023-06-19,1190,15
950,Materials Science,Early-career researchers with a PhD or equivalent degree,100000-500000,36,2023-11-20,1651,58
951,Materials Science,"Established researchers with at least 5 years of experience, must have NIH funding",5000-15000,12,2023-08-30,904,113
952,Chemical Engineering,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",20000-50000,6,2023-12-26,444,133
953,Computer Science,"Established researchers with at least 5 years of experience, must have NIH funding",20000-50000,6,2023-06-04,1829,83
954,Chemical Engineering,Researchers from developing countries,20000-50000,36,2023-12-11,688,195
955,Environmental Science,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",50000-100000,36,2023-10-23,1341,114
956,Environmental Science,"Established researchers with at least 5 years of experience, must have NIH funding",50000-100000,12,2023-12-22,1890,54
957,Materials Science,"Established researchers with at least 5 years of experience, must have NIH funding",25000-50000,6,2023-04-04,793,159
958,Neuroscience,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",500000-1000000,12,2023-09-23,1069,128
959,Electrical Engineering,PhD students and postdoctoral fellows,50000-100000,36,2023-07-14,297,33
960,Computer Science,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",20000-50000,6,2023-10-20,511,33
961,Electrical Engineering,PhD students and postdoctoral fellows,500000-1000000,6,2023-06-15,1703,129
962,Environmental Science,PhD students and postdoctoral fellows,500000-1000000,36,2023-10-22,490,10
963,Physics,Early-career researchers with a PhD or equivalent degree,5000-10000,36,2023-06-01,1778,68
964,Computer Science,"Established researchers with at least 5 years of experience, must have NIH funding",25000-50000,6,2023-11-05,624,73
965,Environmental Science,PhD students and postdoctoral fellows,100000-250000,12,2023-05-25,1018,26
966,Environmental Science,Researchers from developing countries,100000-250000,24,2023-02-01,347,104
967,Materials Science,Early-career researchers with a PhD or equivalent degree,5000-15000,36,2023-11-21,432,172
968,Medical Research,Early-career researchers with a PhD or equivalent degree,100000-500000,36,2023-06-29,618,173
969,Medical Research,"Established researchers with at least 5 years of experience, must have NIH funding",5000-15000,36,2023-08-22,1312,164
970,Materials Science,"Established researchers with at least 5 years of experience, must have NIH funding",100000-250000,24,2023-01-15,1514,79
971,Physics,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",100000-250000,36,2023-02-01,398,146
972,Computer Science,PhD students and postdoctoral fellows,100000-500000,24,2023-12-21,1277,25
973,Neuroscience,"Established researchers with at least 5 years of experience, must have NIH funding",20000-50000,36,2023-07-11,1548,70
974,Electrical Engineering,Researchers from developing countries,5000-10000,6,2023-11-08,1772,72
975,Computer Science,Researchers from developing countries,50000-100000,36,2023-10-21,821,170
976,Medical Research,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",5000-10000,36,2023-12-03,1807,141
977,Medical Research,Early-career researchers with a PhD or equivalent degree,500000-1000000,12,2023-11-18,416,169
978,Materials Science,Early-career researchers with a PhD or equivalent degree,20000-50000,24,2023-04-05,521,187
979,Environmental Science,Researchers from developing countries,100000-500000,24,2023-12-15,101,92
980,Medical Research,Early-career researchers with a PhD or equivalent degree,20000-50000,24,2023-09-06,1051,54
981,Computer Science,Early-career researchers with a PhD or equivalent degree,25000-50000,6,2023-05-30,1695,21
982,Environmental Science,Researchers from developing countries,50000-100000,6,2023-11-03,1487,135
983,Computer Science,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",25000-50000,6,2023-11-14,1448,7
984,Chemical Engineering,"Established researchers with at least 5 years of experience, must have NIH funding",20000-50000,24,2023-09-27,1949,186
985,Neuroscience,"Established researchers with at least 5 years of experience, must have NIH funding",100000-500000,12,2023-05-30,1895,168
986,Electrical Engineering,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",5000-10000,6,2023-05-07,260,134
987,Physics,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",50000-100000,6,2023-04-13,211,78
988,Medical Research,"Established researchers with at least 5 years of experience, must have NIH funding",5000-15000,24,2023-10-03,1071,55
989,Medical Research,Early-career researchers with a PhD or equivalent degree,20000-50000,6,2023-10-03,1903,45
990,Environmental Science,"Established researchers with at least 5 years of experience, must have NIH funding",5000-10000,6,2023-05-01,1843,194
991,Physics,Early-career researchers with a PhD or equivalent degree,20000-50000,6,2023-01-19,1783,171
992,Chemical Engineering,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",50000-100000,36,2023-04-26,369,50
993,Computer Science,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",100000-250000,36,2023-11-26,180,30
994,Environmental Science,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",100000-500000,6,2023-06-23,670,93
995,Chemical Engineering,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",5000-15000,6,2023-01-19,1802,173
996,Neuroscience,Early-career researchers with a PhD or equivalent degree,100000-250000,36,2023-11-07,92,57
997,Materials Science,Researchers from developing countries,5000-10000,24,2023-10-14,145,190
998,Electrical Engineering,"Established researchers with at least 5 years of experience, must have NIH funding",500000-1000000,6,2023-12-31,843,170
999,Physics,"Established researchers with at least 5 years of experience, must have NIH funding",5000-15000,36,2023-06-07,725,80
1000,Materials Science,PhD students and postdoctoral fellows,5000-10000,24,2023-07-05,1011,140
1001,Neuroscience,PhD students and postdoctoral fellows,100000-500000,24,2023-10-29,952,146
1002,Computer Science,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",5000-15000,6,2023-10-23,286,111
1003,Materials Science,"Established researchers with at least 5 years of experience, must have NIH funding",50000-100000,6,2023-08-24,256,54
1004,Electrical Engineering,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",25000-50000,12,2023-03-04,363,164
1005,Materials Science,"Established researchers with at least 5 years of experience, must have NIH funding",50000-100000,12,2023-11-26,197,81
1006,Chemical Engineering,"Established researchers with at least 5 years of experience, must have NIH funding",100000-250000,36,2023-03-12,1691,14
1007,Neuroscience,PhD students and postdoctoral fellows,500000-1000000,36,2023-02-16,1325,152
1008,Electrical Engineering,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",20000-50000,24,2023-08-29,1405,78
1009,Computer Science,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",20000-50000,36,2023-08-16,1256,182
1010,Environmental Science,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",5000-10000,36,2023-03-30,902,99
1011,Chemical Engineering,PhD students and postdoctoral fellows,5000-10000,36,2023-05-28,1242,190
1012,Materials Science,"Established researchers with at least 5 years of experience, must have NIH funding",100000-500000,36,2023-12-07,929,29
1013,Physics,Researchers from developing countries,5000-10000,36,2023-05-06,1823,85
1014,Computer Science,PhD students and postdoctoral fellows,25000-50000,6,2023-04-04,469,145
1015,Environmental Science,Early-career researchers with a PhD or equivalent degree,50000-100000,24,2023-12-19,1722,83
1016,Chemical Engineering,Researchers from developing countries,100000-500000,36,2023-05-08,988,63
1017,Environmental Science,PhD students and postdoctoral fellows,5000-15000,12,2023-03-26,1596,99
1018,Environmental Science,Researchers from developing countries,50000-100000,12,2023-05-24,757,125
1019,Medical Research,PhD students and postdoctoral fellows,5000-15000,36,2023-04-01,394,31
1020,Environmental Science,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",20000-50000,12,2023-08-13,1676,62
1021,Chemical Engineering,Early-career researchers with a PhD or equivalent degree,100000-250000,36,2023-05-02,1999,164
1022,Medical Research,"Established researchers with at least 5 years of experience, must have NIH funding",100000-500000,6,2023-07-07,944,21
1023,Medical Research,"Established researchers with at least 5 years of experience, must have NIH funding",20000-50000,6,2023-05-04,1478,115
1024,Medical Research,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",500000-1000000,6,2023-03-11,998,39
1025,Materials Science,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",5000-15000,12,2023-07-08,1602,20
1026,Physics,Researchers from developing countries,50000-100000,6,2023-06-08,548,163
1027,Materials Science,PhD students and postdoctoral fellows,500000-1000000,36,2023-04-05,1455,155
1028,Computer Science,Early-career researchers with a PhD or equivalent degree,500000-1000000,36,2023-05-17,1054,91
1029,Materials Science,"Established researchers with at least 5 years of experience, must have NIH funding",100000-500000,12,2023-12-23,889,109
1030,Computer Science,Researchers from developing countries,20000-50000,6,2023-02-17,1923,168
1031,Materials Science,"Established researchers with at least 5 years of experience, must have NIH funding",500000-1000000,12,2023-07-31,480,188
1032,Medical Research,Researchers from developing countries,5000-10000,6,2023-12-04,685,8
1033,Electrical Engineering,PhD students and postdoctoral fellows,25000-50000,36,2023-08-17,1682,29
1034,Environmental Science,Researchers from developing countries,50000-100000,12,2023-03-29,1383,77
1035,Materials Science,Researchers from developing countries,500000-1000000,36,2023-07-29,55,60
1036,Computer Science,Researchers from developing countries,5000-10000,6,2023-07-07,1268,22
1037,Computer Science,Researchers from developing countries,50000-100000,36,2023-12-12,764,140
1038,Neuroscience,Early-career researchers with a PhD or equivalent degree,100000-500000,6,2023-07-14,701,32
1039,Electrical Engineering,"Established researchers with at least 5 years of experience, must have NIH funding",500000-1000000,24,2023-11-12,1404,106
1040,Computer Science,PhD students and postdoctoral fellows,5000-15000,12,2023-06-17,819,187
1041,Materials Science,Researchers from developing countries,100000-250000,6,2023-10-21,1719,168
1042,Electrical Engineering,PhD students and postdoctoral fellows,500000-1000000,12,2023-09-16,575,67
1043,Materials Science,Researchers from developing countries,500000-1000000,6,2023-08-02,191,184
1044,Environmental Science,Early-career researchers with a PhD or equivalent degree,500000-1000000,24,2023-10-11,1730,177
1045,Medical Research,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",25000-50000,12,2023-12-30,1449,61
1046,Medical Research,"Established researchers with at least 5 years of experience, must have NIH funding",50000-100000,24,2023-04-06,1605,183
1047,Neuroscience,Researchers from developing countries,100000-500000,12,2023-10-27,1665,123
1048,Chemical Engineering,PhD students and postdoctoral fellows,5000-15000,6,2023-09-03,1906,126
1049,Materials Science,PhD students and postdoctoral fellows,25000-50000,24,2023-06-15,266,129
1050,Materials Science,PhD students and postdoctoral fellows,25000-50000,36,2023-06-25,1127,120
1051,Neuroscience,PhD students and postdoctoral fellows,5000-10000,36,2023-04-27,482,17
1052,Materials Science,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",25000-50000,6,2023-06-29,1900,106
1053,Chemical Engineering,PhD students and postdoctoral fellows,100000-500000,12,2023-05-01,872,81
1054,Neuroscience,PhD students and postdoctoral fellows,100000-250000,24,2023-01-25,1535,109
1055,Computer Science,Researchers from developing countries,5000-15000,6,2023-11-15,1508,170
1056,Environmental Science,Researchers from developing countries,25000-50000,24,2023-07-17,1118,140
1057,Chemical Engineering,Early-career researchers with a PhD or equivalent degree,100000-500000,24,2023-11-21,1884,177
1058,Electrical Engineering,Early-career researchers with a PhD or equivalent degree,100000-250000,24,2023-09-22,1967,69
1059,Neuroscience,PhD students and postdoctoral fellows,50000-100000,24,2023-12-14,1736,67
1060,Physics,PhD students and postdoctoral fellows,20000-50000,36,2023-04-26,283,59
1061,Electrical Engineering,"Established researchers with at least 5 years of experience, must have NIH funding",25000-50000,36,2023-07-17,806,13
1062,Neuroscience,Early-career researchers with a PhD or equivalent degree,25000-50000,36,2023-07-24,125,75
1063,Physics,Early-career researchers with a PhD or equivalent degree,500000-1000000,6,2023-05-05,976,35
1064,Computer Science,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",5000-10000,6,2023-09-06,862,150
1065,Materials Science,Researchers from developing countries,500000-1000000,36,2023-06-22,283,90
1066,Environmental Science,Researchers from developing countries,25000-50000,36,2023-02-11,1175,181
1067,Chemical Engineering,PhD students and postdoctoral fellows,5000-10000,12,2023-02-20,172,141
1068,Neuroscience,"Established researchers with at least 5 years of experience, must have NIH funding",25000-50000,36,2023-08-21,1064,15
1069,Materials Science,Early-career researchers with a PhD or equivalent degree,25000-50000,36,2023-01-01,1271,46
1070,Materials Science,"Established researchers with at least 5 years of experience, must have NIH funding",5000-15000,12,2023-09-09,195,154
1071,Electrical Engineering,Early-career researchers with a PhD or equivalent degree,100000-500000,24,2023-04-10,1111,11
1072,Computer Science,Early-career researchers with a PhD or equivalent degree,20000-50000,36,2023-08-01,359,30
1073,Computer Science,Researchers from developing countries,50000-100000,6,2023-10-09,1013,128
1074,Chemical Engineering,Early-career researchers with a PhD or equivalent degree,500000-1000000,24,2023-04-19,453,175
1075,Chemical Engineering,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",25000-50000,6,2023-11-26,1905,125
1076,Physics,"Established researchers with at least 5 years of experience, must have NIH funding",5000-15000,12,2023-10-21,1437,7
1077,Physics,Early-career researchers with a PhD or equivalent degree,500000-1000000,36,2023-12-17,1346,116
1078,Materials Science,Early-career researchers with a PhD or equivalent degree,5000-10000,6,2023-06-19,179,97
1079,Computer Science,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",500000-1000000,12,2023-03-18,1810,121
1080,Computer Science,Early-career researchers with a PhD or equivalent degree,5000-15000,36,2023-04-23,1346,65
1081,Neuroscience,Early-career researchers with a PhD or equivalent degree,50000-100000,12,2023-01-28,291,82
1082,Electrical Engineering,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",100000-500000,24,2023-12-07,1919,190
1083,Electrical Engineering,"Established researchers with at least 5 years of experience, must have NIH funding",50000-100000,24,2023-03-16,790,102
1084,Environmental Science,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",5000-10000,24,2023-12-20,1386,26
1085,Chemical Engineering,Researchers from developing countries,5000-10000,12,2023-04-27,393,123
1086,Chemical Engineering,"Established researchers with at least 5 years of experience, must have NIH funding",5000-10000,24,2023-12-26,73,198
1087,Chemical Engineering,Researchers from developing countries,100000-250000,24,2023-07-12,1625,25
1088,Environmental Science,Early-career researchers with a PhD or equivalent degree,5000-15000,36,2023-01-07,635,156
1089,Materials Science,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",100000-500000,12,2023-07-16,1845,104
1090,Electrical Engineering,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",5000-15000,6,2023-06-06,1874,122
1091,Chemical Engineering,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",100000-500000,36,2023-02-08,1510,98
1092,Neuroscience,Researchers from developing countries,50000-100000,6,2023-01-20,1132,52
1093,Materials Science,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",20000-50000,24,2023-09-24,1635,195
1094,Electrical Engineering,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",500000-1000000,36,2023-06-01,1165,189
1095,Chemical Engineering,PhD students and postdoctoral fellows,5000-10000,36,2023-08-22,1843,152
1096,Environmental Science,Early-career researchers with a PhD or equivalent degree,500000-1000000,24,2023-06-29,1545,127
1097,Environmental Science,PhD students and postdoctoral fellows,50000-100000,12,2023-04-22,89,29
1098,Neuroscience,Early-career researchers with a PhD or equivalent degree,5000-10000,12,2023-12-09,828,15
1099,Medical Research,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",100000-250000,36,2023-11-29,856,136
1100,Environmental Science,PhD students and postdoctoral fellows,5000-10000,24,2023-10-27,208,46
1101,Electrical Engineering,PhD students and postdoctoral fellows,100000-500000,12,2023-02-06,2000,61
1102,Computer Science,"Established researchers with at least 5 years of experience, must have NIH funding",500000-1000000,12,2023-12-05,1992,50
